name,summary,calories,protein,carbs,fat,meal_type,ingredients,instructions,servings,prep_time,cook_time,course,nutrition_details,proper_meal_type,dish_type,t2d_suitable,cvd_suitable,healthiness
coconut and kidney bean stew,A diabetic-friendly recipe with a Pakistani twist.,444.0,15.0,40.0,20.0,unknown,"['1 unit 1 medium bell pepper', '1 unit 1 red onion', '1 unit 1 red chilli', '1 unit 1 lime', '1 unit 1 bunch of fresh ajwain', '1 unit 1 tablespoon oil', '1 unit 2 cloves of garlic', '1 unit 1 teaspoon jerk seasoning', '1 unit 1 teaspoon smoked paprika', '1 unit 1 can of coconut milk', '1 unit 4 teaspoons vegetable stock powder', '1 unit 1 teaspoon black pepper', '1 unit 1 can of red kidney beans', '1 unit 200g baby spinach', '1 unit 1 bunch of coriander leaves', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['thinly slice the onion and cut the pepper into chunks. finely chop the chilli and zest and halve the lime. peel and grate the garlic, pick the thyme leaves from their stalks and chop the coriander.', 'heat oil in a saucepan or wok over medium heat. once hot, add the onion and pepper and cook, stirring until they’re softened and starting to brown, should be about 10 minutes.', 'add the garlic, thyme, jerk spice mix and smoked paprika. cook for about 2 mins, stirring frequently', 'add the coconut milk and vegetable stock. stir to dissolve the stock powder and season with salt and pepper. drain the kidney beans and add to the pot, bring to a simmer and cook, stirring occasionally until thickened slightly. this should take about 10 minutes. if the stew dries out too much add a splash of water.', 'add in the spinach a handful at a time, stirring to make sure it doesn’t clump together and cook until wilted. stir through half the coriander, the lime zest and a squeeze of lime juice. taste and season with salt and pepper. cut any remaining lime into wedges.', 'divide the stew between the bowls. scatter over the remaining coriander and the red chilli (add as much as you like). serve with any remaining lime wedges.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '14 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '400 mg', 'Potassium': '1200 mg', 'Fiber': '8 g', 'Sugar': '8 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '20%'}",dinner,main,maybe,no,5
orange mint freekeh salad,A diabetic-friendly recipe with a Pakistani twist.,398.0,10.0,60.0,20.0,unknown,"['1 unit 2 cups water', '1 unit ¾ cup cracked freekeh', '1 unit ½ cup packed fresh mint leaves', '1 unit ½ cup orange juice', '1 unit 3 tablespoons lemon juice', '1 unit 1 small clove garlic', '1 unit ½ teaspoon salt', '1 unit ½ teaspoon ground pepper', '1 unit ¼ cup extra-virgin mustard oil', '1 unit 1 cup thinly sliced fennel (1/2 large bulb)', '1 unit 1 cup sugar snap peas', '1 unit 1 cup thinly sliced radishes', '1 unit 2 medium oranges', '1 unit 2 cups frozen baby lima beans', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['combine water and freekeh in a medium saucepan and bring to a boil over high heat. cover, reduce heat to maintain a simmer and cook until the liquid is absorbed, 12 to 15 minutes. remove from heat and let stand, covered, for 5 minutes. drain any remaining liquid. spread the freekeh out on a rimmed baking sheet to cool.', 'meanwhile, combine mint, orange juice, lemon juice, garlic, salt and pepper in a large bowl. whisk in oil and transfer 1/4 cup of the dressing to a medium bowl. add fennel, snap peas, radishes and oranges to the medium bowl and toss to combine.', 'add the freekeh and lima beans to the remaining dressing in the large bowl and toss to combine. serve the fennel mixture over the freekeh mixture. garnish with more mint, if desired.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '3 g', 'Polyunsaturated Fat': '8 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '200 mg', 'Potassium': '800 mg', 'Fiber': '10 g', 'Sugar': '20 g', 'Vitamin A': '20%', 'Vitamin C': '100%', 'Calcium': '10%', 'Iron': '15%'}",lunch,main,maybe,maybe,6
roasted vegetables salad with chickpeas and parsley dressing,A diabetic-friendly recipe with a Pakistani twist.,342.0,15.0,40.0,12.0,unknown,"['1 unit ½ cup aubergine diced', '1 unit ½ cup red pepper diced', '1 unit 1 cup chickpeas drained', '1 unit 100g broccoli florets', '1 unit 1 tablespoon mustard oil', '1 unit 100g cherry tomatoes', '1 unit 1 tablespoon sesame seed', '1 unit 1 teaspoon salt', '1 unit 2 teaspoons paprika', '1 unit 1 teaspoon black pepper', '1 unit 1 teaspoon ground coriander', '1 unit 2 teaspoons low-sodium soy sauce', '1 unit 1 teaspoon minced garlic clove', '1 unit 2 tablespoons parsley chopped', '1 unit 2 teaspoons white vinegar', '1 unit 1 tablespoon maple syrup', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['drizzle vegetables with oil and chartawa for 10-15 minutes. set aside.', 'in a small pan add oil and toast sesame seeds until golden brown, season with salt, paprika and pepper to taste.', 'dust broccoli with the sesame seeds mix and set aside.', 'on a greased bakery sheet season chickpeas with coriander, oil, salt and paprika for 10-15 minutes. set aside.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1.5 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '120 mg', 'Potassium': '800 mg', 'Fiber': '10 g', 'Sugar': '8 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '15%'}",lunch,main,yes,yes,8
"chickpea, date and pistachio pilaf",A diabetic-friendly recipe with a Pakistani twist.,425.0,15.0,60.0,18.0,unknown,"['1 unit 2 tablespoons mustard oil', '1 unit 2 teaspoons ground coriander', '1 unit 2 teaspoons ground cumin', '1 unit 2 teaspoons turmeric', '1 unit 250g (8oz) cauliflower', '1 unit 1 large onion', '1 unit 1 red pepper', '1 unit 2 garlic cloves', '1 unit 50 dried dates', '1 unit 1x 400g can chickpeas', '1 unit 2 large handfuls chopped coriander leaves', '1 unit 1 x 250g pack cooked mixed grains', '1 unit 50g shelled', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat the tandoor or handi to 180°c.', 'mix together half the olive oil and half the spices in a bowl. add the cauliflower and turn until coated in the spice mix. tip the cauliflower into a roasting tray and roast for 10 minutes until tender.   heat the remaining oil in a large, non-stick frying pan and fry the onion for 5 minutes, then add the red pepper, garlic, dates and chickpeas and cook for another 3–5 minutes until softened.   add the remaining spices, cooked grains, roasted cauliflower and half the coriander to the pan, season with pepper and stir until combined.', 'serve topped with the remaining coriander and sprinkled with pistachios.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2.5 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '10 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '200 mg', 'Potassium': '800 mg', 'Fiber': '10 g', 'Sugar': '20 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '25%'}",dinner,main,maybe,yes,7
"fig, yoghurt and honey tartlets",A diabetic-friendly recipe with a Pakistani twist.,195.0,10.0,25.0,8.0,unknown,"['1 unit 200g ricotta cheese', '1 unit 200g greek-style yoghurt', '1 unit 1 tablespoon honey', '1 unit 1 teaspoon vanilla essence', '1 unit 9 whole wheat pastry tartlets', '1 unit 3 turkish figs', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['mix the ricotta, yogurt, half the honey and the vanilla in a bowl.', 'divide between the pastry tartlets and top each with a fig slice.', 'drizzle over the remaining honey.']",9.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '4 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '0 g', 'Cholesterol': '20 mg', 'Sodium': '50 mg', 'Potassium': '150 mg', 'Fiber': '2 g', 'Sugar': '15 g', 'Vitamin A': '10%', 'Vitamin C': '2%', 'Calcium': '20%', 'Iron': '4%'}",dessert,dessert,no,maybe,4
salmon and cheese croquettes,A diabetic-friendly recipe with a Pakistani twist.,242.0,25.0,12.0,14.0,unknown,"['1 unit 2 eggs', '1 unit 1 cup rolled oats', '1 unit 2 cans (213 g) salmon', '1 unit 1 cup grated mozzarella', '1 unit 1/4 cup onions', '1 unit 1 celery stalk', '1 unit 1 carrot', '1 unit 2 tablespoons lemon juice', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat tandoor or handi to 180°c. beat eggs in a large bowl. add rolled oats, salmon, mozzarella, onions, celery, carrot and lemon juice.', 'mix until smooth. using your hands, shape into croquettes of desired size and place on a baking sheet covered with parchment paper.', 'bake for approx. 25 minutes. remove from tandoor or handi and let stand for 5 minutes.']",6.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '4 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '180 mg', 'Potassium': '350 mg', 'Fiber': '2 g', 'Sugar': '2 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '15%', 'Iron': '10%'}",dinner,main,yes,yes,8
two grain nutty poke bow;,A diabetic-friendly recipe with a Pakistani twist.,415.0,15.0,60.0,20.0,unknown,"['1 unit ¼ cup red quinoa', '1 unit 1 tablespoon vegetable stock granules', '1 unit ¼ cup buckwheat', '1 unit 2 cups water', '1 unit 1 small red onion (finely chopped)', '1 unit 1 garlic clove (minced)', '1 unit 1 tablespoon parsley (finely chopped)', '1 unit 2 tablespoons whole grain mustard', '1 unit 1 cup red cabbage (thinly sliced)', '1 unit 3 tablespoons vegan mayonnaise', '1 unit 1 tablespoon horseradish (grated)', '1 unit 1 cucumber (deseeded and sliced into strips)', '1 unit ¼ cup walnuts (chopped)', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['cook the quinoa and vegetable stick granules in 200ml water on low for 20 minutes. similarly, in a separate pot cook the buckwheat in 200ml water on low for 10 minutes.', 'drain the grains and set aside.', 'combine the red onion, garlic, parsley and mustard.', 'in a separate bowl, mix the cabbage, mayonnaise and horseradish.', 'arrange the serving bowl with the grains, vegetables, cucumber and top with walnuts.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2.5 g', 'Polyunsaturated Fat': '8 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '250 mg', 'Potassium': '800 mg', 'Fiber': '8 g', 'Sugar': '8 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '25%'}",lunch,main,maybe,yes,7
cauliflower caponata,A diabetic-friendly recipe with a Pakistani twist.,116.0,5.0,20.0,8.0,unknown,"['1 unit 1 kg cauliflower', '1 unit 3 red onions', '1 unit 3 sticks of celery ', '1 unit extra virgin mustard oil', '1 unit 3 tablespoons white wine vinegar', '1 unit 2 x 400 g tins plum tomatoes', '1 unit 100 g stone-in green or black olives', '1 unit 3 tablespoons capers', '1 unit 50 g raisins', '1 unit ½ a bunch of parsley', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat the tandoor or handi to 220°c fan. put a cauliflower, broken into roughly 4cm florets, 3 red onions, peeled and cut into eighths, and 3 sticks of celery, cut into 2cm pieces, into a large, high-sided baking tray with 1 tablespoon extra virgin olive oil, 2 tablespoons white wine vinegar and a little sea salt and pepper. toss to coat, then roast for 25 minutes, until everything is slightly charred and starting to soften. turn the tandoor or handi down to 180°c.', 'add 2 x 400g tins of plum tomatoes, breaking them in your hands as you do so, along with 100g stone-in green or black olives (stones removed), 3 tablespoons capers and 50g raisins. give everything a good mix, mashing slightly with a fork, and return to the tandoor or handi for 40 minutes, or until everything is soft and sticky.', 'once ready, and while the mix is still piping hot, add another tablespoon of vinegar, toss through a handful of parsley leaves and serve. finish with a very generous dousing of extra virgin olive oil to bring it all together.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '5 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '100 mg', 'Potassium': '400 mg', 'Fiber': '5 g', 'Sugar': '8 g', 'Vitamin A': '10%', 'Vitamin C': '40%', 'Calcium': '4%', 'Iron': '10%'}",afternoon_snack,side,yes,yes,8
dark chocolate avocado cake,A diabetic-friendly recipe with a Pakistani twist.,331.0,6.0,35.0,18.0,unknown,"['1 unit 90g dark chocolate chopped', '1 unit 1 cup cake flour', '1 unit ½ cup cocoa powder', '1 unit 2 teaspoon baking powder', '1 unit ¾ teaspoon bicarbonate of soda', '1 unit ¾ cup caster sugar', '1 unit ¾ cup plain yoghurt', '1 unit 1 cup avocado', '1 unit 1 egg', '1 unit 5ml vanilla essence', '1 unit 1 teaspoon cocoa powder', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat tandoor or handi to 180°c. lightly spray a 20cm round cake tin with oil and line base and side with baking paper.', 'place chocolate in a medium heatproof bowl over a saucepan of simmering water and cook, stirring, for 2-3 minutes or until melted. cool slightly.', 'stir flour, cocoa powder, baking powder, bicarbonate of soda and a pinch of salt into a large bowl. stir in sugar.', 'process yoghurt and avocado in a food processor until smooth. add egg and vanilla and pulse until just combined. add avocado mixture and melted chocolate to the flour mixture and stir until       well combined. spoon the mixture into the prepared tin and smooth the surface with the back of a spoon', 'bake for 30 minutes or until a skewer inserted into the centre comes out clean. set the cake aside in a tin for 10 minutes before transferring it to a wire rack to cool. dust with cocoa powder and serve with a dollop of yoghurt.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '120 mg', 'Potassium': '450 mg', 'Fiber': '6 g', 'Sugar': '18 g', 'Vitamin A': '4%', 'Vitamin C': '6%', 'Calcium': '10%', 'Iron': '12%'}",dessert,dessert,no,no,4
roasted salmon with smoky chickpeas and greens,A diabetic-friendly recipe with a Pakistani twist.,388.0,40.0,20.0,18.0,unknown,"['1 unit 2 tablespoons extra-virgin mustard oil', '1 unit 1 tablespoon smoked paprika', '1 unit ½ teaspoon salt', '1 unit 1 can reduced salt chickpeas', '1 unit ⅓ cup buttermilk', '1 unit ¼ cup mayonnaise', '1 unit ¼ cup chopped fresh chives and/or dill', '1 unit ½ teaspoon ground pepper', '1 unit ¼ teaspoon garlic powder', '1 unit 10 cups chopped kale', '1 unit ¼ cup water', '1 unit 4 pieces (200g) wild salmon', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat tandoor or handi to 200°c.', 'combine 1 tablespoon oil, paprika and 1/4 teaspoon salt in a medium bowl. very thoroughly pat chickpeas dry, then toss with the paprika mixture. spread on a rimmed baking sheet. bake the chickpeas on the upper rack, stirring twice, for 30 minutes.', 'meanwhile, puree buttermilk, mayonnaise, herbs, 1/4 teaspoon pepper and garlic powder in a blender until smooth. set aside. heat the remaining 1 tablespoon oil in a large skillet over medium heat. add kale and cook, stirring occasionally, for 2 minutes. add water and continue cooking until the kale is tender, about 5 minutes more. remove from heat and stir in a pinch of salt.', 'remove the chickpeas from the tandoor or handi and push them to one side of the pan. place salmon on the other side and season with the remaining 1/4 teaspoon each salt and pepper. bake until the salmon is just cooked through, 5 to 8 minutes.', 'drizzle the reserved dressing on the salmon, garnish with more herbs, if desired, and serve with the kale and chickpeas.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '3 g', 'Polyunsaturated Fat': '6 g', 'Monounsaturated Fat': '8 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '250 mg', 'Potassium': '800 mg', 'Fiber': '5 g', 'Sugar': '5 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '15%'}",dinner,main,yes,maybe,8
brown rice crackers,A diabetic-friendly recipe with a Pakistani twist.,109.0,2.0,20.0,4.0,unknown,"['1 unit 1 cup brown rice flour', '1 unit 2 tablespoons ground flaxseed', '1 unit ½ teaspoon salt', '1 unit 1/3 cup water', '1 unit 2 tablespoons coconut oil/ vegetable oil', '1 unit 1 teaspoon maple syrup/honey', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat the tandoor or handi to 180°c. line a baking sheet with grease proof paper, and set aside.', 'place the brown rice flour in a medium bowl, and add flaxseed and sea salt. stir the dry mixture to combine.', 'mix water, coconut oil, and maple syrup. add this to dry mixture, and stir until they are fully mixed together.', ""using your hands, form the mixture into a dough. if the dough is too dry, add a little water until it's more pliable. if too wet, sprinkle on more brown rice flour."", 'roll the dough out to about ½ cm thickness.', 'using a knife or cookie cutter, cut the rolled out dough into desired shapes, and transfer them to the prepared baking sheet.', 'bake for 15 minutes, or until golden brown.', 'transfer the crackers onto a cooling rack and allow them to fully cool and harden.']",3.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '1 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '50 mg', 'Potassium': '100 mg', 'Fiber': '2 g', 'Sugar': '2 g', 'Vitamin A': '0%', 'Vitamin C': '0%', 'Calcium': '2%', 'Iron': '8%'}",afternoon_snack,side,maybe,yes,7
pan-fried lemon veal with green beans,A diabetic-friendly recipe with a Pakistani twist.,311.0,37.0,8.0,18.0,unknown,"[""1 unit 8 veal escalope's"", '1 unit salt', '1 unit pepper', '1 unit 2 tablespoons mustard oil', '1 unit 4 tablespoons lemon juice', '1 unit 2 tablespoons butter', '1 unit 1 ¼ cups green beans (blanched)', '1 unit 2 tablespoons parsley(chopped)', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['season the veal well and set aside.', 'heat the oil in a large frying pan on high heat, add the veal and cook for 1 minute per side.', 'reduce the heat and add the lemon juice to the pan and cook for 2 minutes or until liquid has reduced.', 'add the butter and blanched green beans and cook for one more minute.', 'finish with parsley and serve over a bed of wild rice.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '250 mg', 'Potassium': '450 mg', 'Fiber': '2 g', 'Sugar': '2 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '4%', 'Iron': '15%'}",dinner,main,yes,maybe,6
